	1.004200	0.101120	0.379375
	1.002900	0.101121	0.379316
	1.003100	0.101122	0.379222
	1.002800	0.101131	0.379163
	1.001400	0.101130	0.379129
	1.001200	0.101133	0.379092
	1.001000	0.101132	0.379083
	0.999900	0.101129	0.379107
	0.999400	0.101127	0.379139
	0.998900	0.101125	0.379152
	0.998000	0.101123	0.379127
	0.997100	0.101126	0.379111
	0.995600	0.101121	0.379125
	0.995900	0.101120	0.379133
	0.995000	0.101122	0.379085
	0.994200	0.101122	0.379058
	0.993600	0.101120	0.379061
	0.992900	0.101120	0.379066
	0.992100	0.101120	0.379086
	0.991300	0.101116	0.379075
	0.990600	0.101117	0.379056
	0.989800	0.101125	0.379035
	0.988500	0.101129	0.379012
	0.988100	0.101127	0.379032
	0.988000	0.101127	0.379087
	0.987200	0.101124	0.379096
	0.986100	0.101122	0.379102
	0.985600	0.101125	0.379093
	0.984700	0.101127	0.379066
	0.983900	0.101125	0.379078
	0.983100	0.101123	0.379093
	0.982200	0.101121	0.379103
	0.982000	0.101124	0.379093
	0.981100	0.101123	0.379118
	0.980300	0.101127	0.379106
	0.979500	0.101131	0.379091
	0.978600	0.101128	0.379107
	0.977700	0.101127	0.379095
	0.977100	0.101126	0.379107
	0.976200	0.101127	0.379100
	0.975400	0.101134	0.379091
	0.974800	0.101133	0.379109
	0.973900	0.101132	0.379109
	0.973400	0.101137	0.379081
	0.972400	0.101140	0.379060
	0.971500	0.101141	0.379092
	0.971000	0.101145	0.379081
	0.970300	0.101144	0.379089
	0.969700	0.101141	0.379044
	0.968500	0.101143	0.379014
	0.967700	0.101138	0.379018
	0.966900	0.101137	0.378975
	0.966400	0.101132	0.378998
	0.965500	0.101132	0.379016
	0.964800	0.101132	0.379030
	0.963900	0.101127	0.379054
	0.963100	0.101126	0.379081
	0.962300	0.101128	0.379074
	0.961700	0.101131	0.379060
	0.960900	0.101130	0.379044
	0.960100	0.101126	0.379069
	0.959100	0.101128	0.379039
	0.958400	0.101129	0.379033
	0.957500	0.101134	0.379017
	0.956800	0.101137	0.379000
	0.956000	0.101140	0.378985
