	1.002500	0.070182	-0.120692
	1.003000	0.070185	-0.120739
	1.003200	0.070187	-0.120781
	1.002300	0.070188	-0.120784
	1.001500	0.070188	-0.120776
	1.001500	0.070187	-0.120774
	1.001100	0.070186	-0.120778
	0.999900	0.070186	-0.120764
	0.999500	0.070187	-0.120720
	0.998700	0.070188	-0.120753
	0.997800	0.070192	-0.120852
	0.996800	0.070196	-0.120870
	0.995900	0.070198	-0.120885
	0.995800	0.070197	-0.120873
	0.994900	0.070195	-0.120857
	0.994200	0.070195	-0.120861
	0.993600	0.070195	-0.120841
	0.992800	0.070199	-0.120881
	0.992200	0.070201	-0.120868
	0.991200	0.070203	-0.120889
	0.990600	0.070202	-0.120893
	0.989500	0.070202	-0.120898
	0.989200	0.070202	-0.120920
	0.988500	0.070194	-0.120895
	0.987600	0.070191	-0.120929
	0.986900	0.070192	-0.120949
	0.986000	0.070195	-0.120956
	0.985400	0.070197	-0.120993
	0.984500	0.070200	-0.121063
	0.983800	0.070199	-0.121050
	0.982600	0.070198	-0.121043
	0.982500	0.070199	-0.121083
	0.981500	0.070196	-0.121085
	0.980800	0.070196	-0.121091
	0.980000	0.070195	-0.121129
	0.979300	0.070197	-0.121153
	0.978500	0.070198	-0.121184
	0.977900	0.070197	-0.121165
	0.977000	0.070196	-0.121124
	0.976400	0.070194	-0.121097
	0.975700	0.070194	-0.121115
	0.974600	0.070194	-0.121107
	0.974000	0.070193	-0.121068
	0.973300	0.070191	-0.121052
	0.972500	0.070190	-0.121046
	0.971600	0.070190	-0.121046
	0.970800	0.070189	-0.121041
	0.970300	0.070192	-0.121067
	0.969200	0.070192	-0.121062
	0.968500	0.070189	-0.121048
	0.967700	0.070187	-0.121033
	0.966400	0.070188	-0.121033
	0.966100	0.070190	-0.121018
	0.965500	0.070190	-0.120999
	0.964700	0.070193	-0.121031
	0.963900	0.070192	-0.120996
	0.963200	0.070191	-0.120998
	0.962100	0.070187	-0.121004
	0.961500	0.070189	-0.121044
	0.960600	0.070192	-0.121106
	0.959800	0.070191	-0.121114
	0.959200	0.070191	-0.121092
	0.958400	0.070194	-0.121057
	0.957700	0.070190	-0.121005
	0.956700	0.070190	-0.120974
	0.956300	0.070191	-0.120979
	0.955100	0.070192	-0.121008
	0.954400	0.070192	-0.121007
	0.953600	0.070193	-0.121034
	0.952700	0.070191	-0.121058
	0.951800	0.070188	-0.121090
	0.950500	0.070191	-0.121111
	0.950200	0.070196	-0.121100
	0.949200	0.070198	-0.121096
	0.949000	0.070197	-0.121133
	0.947800	0.070197	-0.121105
	0.946800	0.070195	-0.121094
	0.946000	0.070197	-0.121105
	0.945400	0.070196	-0.121147
	0.944700	0.070197	-0.121184
	0.943700	0.070200	-0.121232
	0.942800	0.070199	-0.121253
	0.942000	0.070198	-0.121248
	0.941100	0.070197	-0.121260
	0.940500	0.070196	-0.121286
	0.939500	0.070195	-0.121272
	0.938800	0.070201	-0.121285
	0.937900	0.070205	-0.121297
	0.937200	0.070206	-0.121280
	0.936100	0.070203	-0.121252
	0.935500	0.070205	-0.121272
	0.934700	0.070203	-0.121258
	0.933600	0.070201	-0.121240
	0.933000	0.070202	-0.121206
	0.931900	0.070202	-0.121210
	0.930900	0.070196	-0.121129
	0.929600	0.070195	-0.121086
	0.930000	0.070195	-0.121078
	0.928800	0.070196	-0.121120
	0.927900	0.070195	-0.121099
	0.926700	0.070195	-0.121078
	0.926300	0.070196	-0.121077
	0.925300	0.070196	-0.121138
	0.924300	0.070197	-0.121179
	0.923300	0.070197	-0.121213
	0.922800	0.070201	-0.121270
	0.921800	0.070198	-0.121281
	0.921000	0.070197	-0.121290
	0.919900	0.070198	-0.121293
	0.919200	0.070198	-0.121306
	0.918300	0.070199	-0.121301
	0.917600	0.070198	-0.121316
	0.917000	0.070199	-0.121333
	0.915700	0.070197	-0.121330
	0.915200	0.070199	-0.121370
	0.913700	0.070194	-0.121374
	0.912500	0.070193	-0.121352
	0.912800	0.070195	-0.121360
	0.910600	0.070191	-0.121373
	0.910600	0.070191	-0.121401
	0.909300	0.070193	-0.121412
	0.908800	0.070195	-0.121418
	0.907800	0.070193	-0.121429
	0.907000	0.070190	-0.121441
	0.905900	0.070191	-0.121475
	0.905200	0.070194	-0.121518
	0.905000	0.070193	-0.121520
	0.903500	0.070192	-0.121507
	0.902600	0.070191	-0.121521
	0.901700	0.070189	-0.121513
	0.900500	0.070192	-0.121509
	0.900000	0.070190	-0.121473
	0.899100	0.070189	-0.121470
	0.898100	0.070190	-0.121478
	0.897000	0.070192	-0.121492
	0.896400	0.070191	-0.121467
	0.895500	0.070194	-0.121460
	0.894600	0.070195	-0.121462
	0.893900	0.070196	-0.121454
	0.892800	0.070195	-0.121499
	0.891900	0.070195	-0.121512
	0.890900	0.070195	-0.121551
	0.890100	0.070194	-0.121569
	0.889100	0.070192	-0.121554
	0.888400	0.070192	-0.121565
	0.886900	0.070191	-0.121529
	0.885600	0.070189	-0.121479
	0.885700	0.070189	-0.121483
	0.885100	0.070192	-0.121480
	0.883800	0.070191	-0.121497
	0.883000	0.070190	-0.121497
	0.881900	0.070194	-0.121543
	0.881000	0.070196	-0.121603
	0.880100	0.070194	-0.121626
	0.879300	0.070195	-0.121645
	0.878100	0.070195	-0.121641
	0.877300	0.070194	-0.121630
	0.876500	0.070192	-0.121629
	0.875600	0.070189	-0.121612
	0.874600	0.070189	-0.121608
	0.874000	0.070189	-0.121566
	0.872300	0.070190	-0.121549
	0.871800	0.070187	-0.121551
	0.870900	0.070189	-0.121580
	0.870200	0.070193	-0.121604
	0.869100	0.070193	-0.121611
	0.868100	0.070193	-0.121621
	0.867300	0.070193	-0.121645
	0.866200	0.070192	-0.121641
	0.865400	0.070193	-0.121651
	0.864800	0.070191	-0.121647
	0.863700	0.070194	-0.121675
	0.862400	0.070192	-0.121674
	0.861600	0.070192	-0.121647
	0.860800	0.070190	-0.121629
	0.859600	0.070186	-0.121621
	0.859200	0.070186	-0.121648
	0.857300	0.070190	-0.121668
	0.856900	0.070189	-0.121623
	0.856100	0.070188	-0.121623
	0.855200	0.070188	-0.121626
	0.854300	0.070191	-0.121618
	0.853200	0.070191	-0.121615
	0.853000	0.070193	-0.121622
	0.851400	0.070190	-0.121612
	0.850400	0.070189	-0.121659
	0.849400	0.070190	-0.121695
	0.848600	0.070194	-0.121759
